transaction_id,account_id,customer_id,branch_id,transaction_date,transaction_type,transaction_amount,currency_code,region_code,loan_id,start_date,end_date,baseline,amount_bucket
TXN_00000023,ACC_NAMER_000349,CUST_NAMER_000349,BR_NAMER_0149,2026-06-12,Deposit,4850.11,USD,NAMER,LOAN_NAMER_000821,2026-06-12,2026-06-12,transaction_20260702,Medium
TXN_00000024,ACC_NAMER_000708,CUST_NAMER_000708,BR_NAMER_0108,2026-06-24,Withdrawal,7165.14,USD,NAMER,LOAN_NAMER_000746,2026-06-24,2026-06-24,transaction_20260702,Medium
TXN_00000025,ACC_NAMER_000087,CUST_NAMER_000087,BR_NAMER_0087,2026-06-03,Transfer,30163.34,USD,NAMER,LOAN_NAMER_000745,2026-06-03,2026-06-03,transaction_20260702,Large
TXN_00000026,ACC_NAMER_000121,CUST_NAMER_000121,BR_NAMER_0121,2026-06-30,Loan Payment,1896.55,USD,NAMER,LOAN_NAMER_001223,2026-06-30,2026-06-30,transaction_20260702,Medium
TXN_00000027,ACC_NAMER_000161,CUST_NAMER_000161,BR_NAMER_0161,2026-06-11,Withdrawal,6250.49,USD,NAMER,LOAN_NAMER_000576,2026-06-11,2026-06-11,transaction_20260702,Medium
TXN_00000028,ACC_NAMER_000191,CUST_NAMER_000191,BR_NAMER_0191,2026-06-01,Transfer,527.81,USD,NAMER,LOAN_NAMER_000257,2026-06-01,2026-06-01,transaction_20260702,Small
TXN_00000029,ACC_NAMER_000750,CUST_NAMER_000750,BR_NAMER_0150,2026-06-22,Deposit,2263.74,USD,NAMER,LOAN_NAMER_000406,2026-06-22,2026-06-22,transaction_20260702,Medium
TXN_00000030,ACC_NAMER_001121,CUST_NAMER_001121,BR_NAMER_0121,2026-06-24,Withdrawal,422.2,USD,NAMER,LOAN_NAMER_001374,2026-06-24,2026-06-24,transaction_20260702,Small
TXN_00000031,ACC_NAMER_000401,CUST_NAMER_000401,BR_NAMER_0001,2026-06-07,Transfer,264.77,USD,NAMER,LOAN_NAMER_001459,2026-06-07,2026-06-07,transaction_20260702,Small
TXN_00000032,ACC_NAMER_000803,CUST_NAMER_000803,BR_NAMER_0003,2026-06-15,Transfer,9758.53,USD,NAMER,LOAN_NAMER_001487,2026-06-15,2026-06-15,transaction_20260702,Medium
TXN_00000033,ACC_NAMER_001323,CUST_NAMER_001323,BR_NAMER_0123,2026-06-12,Loan Payment,20123.76,USD,NAMER,LOAN_NAMER_001462,2026-06-12,2026-06-12,transaction_20260702,Large
TXN_00000034,ACC_NAMER_000101,CUST_NAMER_000101,BR_NAMER_0101,2026-06-02,Transfer,412126.11,USD,NAMER,LOAN_NAMER_000459,2026-06-02,2026-06-02,transaction_20260702,Extreme
TXN_00000035,ACC_NAMER_001443,CUST_NAMER_001443,BR_NAMER_0043,2026-06-01,Loan Payment,102017.37,USD,NAMER,LOAN_NAMER_001616,2026-06-01,2026-06-01,transaction_20260702,Large
TXN_00000036,ACC_NAMER_001150,CUST_NAMER_001150,BR_NAMER_0150,2026-06-01,Withdrawal,3424.94,USD,NAMER,LOAN_NAMER_001558,2026-06-01,2026-06-01,transaction_20260702,Medium
TXN_00000037,ACC_NAMER_000181,CUST_NAMER_000181,BR_NAMER_0181,2026-06-14,Card Payment,745185.39,USD,NAMER,LOAN_NAMER_000081,2026-06-14,2026-06-14,transaction_20260702,Extreme
TXN_00000038,ACC_NAMER_000499,CUST_NAMER_000499,BR_NAMER_0099,2026-06-22,Deposit,309.75,USD,NAMER,LOAN_NAMER_001569,2026-06-22,2026-06-22,transaction_20260702,Small
TXN_00000039,ACC_NAMER_000473,CUST_NAMER_000473,BR_NAMER_0073,2026-06-20,Card Payment,1828.37,USD,NAMER,LOAN_NAMER_000674,2026-06-20,2026-06-20,transaction_20260702,Medium
TXN_00000040,ACC_NAMER_001453,CUST_NAMER_001453,BR_NAMER_0053,2026-06-16,Deposit,1044952.94,USD,NAMER,LOAN_NAMER_000029,2026-06-16,2026-06-16,transaction_20260702,Extreme
TXN_00000041,ACC_NAMER_001185,CUST_NAMER_001185,BR_NAMER_0185,2026-06-24,Transfer,1070.47,USD,NAMER,LOAN_NAMER_001025,2026-06-24,2026-06-24,transaction_20260702,Small
TXN_00000042,ACC_NAMER_001314,CUST_NAMER_001314,BR_NAMER_0114,2026-06-05,Withdrawal,282109.62,USD,NAMER,LOAN_NAMER_001360,2026-06-05,2026-06-05,transaction_20260702,Extreme
TXN_00000043,ACC_NAMER_001156,CUST_NAMER_001156,BR_NAMER_0156,2026-06-07,Transfer,69462.74,USD,NAMER,LOAN_NAMER_001643,2026-06-07,2026-06-07,transaction_20260702,Large
TXN_00000044,ACC_NAMER_000732,CUST_NAMER_000732,BR_NAMER_0132,2026-06-25,Loan Payment,113086.76,USD,NAMER,LOAN_NAMER_000110,2026-06-25,2026-06-25,transaction_20260702,Extreme
TXN_00000045,ACC_NAMER_001110,CUST_NAMER_001110,BR_NAMER_0110,2026-06-29,Card Payment,103150.6,USD,NAMER,LOAN_NAMER_000746,2026-06-29,2026-06-29,transaction_20260702,Large
TXN_00000046,ACC_NAMER_000870,CUST_NAMER_000870,BR_NAMER_0070,2026-06-13,Transfer,862358.94,USD,NAMER,LOAN_NAMER_001747,2026-06-13,2026-06-13,transaction_20260702,Extreme
TXN_00000047,ACC_NAMER_001441,CUST_NAMER_001441,BR_NAMER_0041,2026-06-19,Transfer,612.33,USD,NAMER,LOAN_NAMER_001081,2026-06-19,2026-06-19,transaction_20260702,Small
TXN_00000048,ACC_NAMER_000431,CUST_NAMER_000431,BR_NAMER_0031,2026-06-13,Deposit,318.09,USD,NAMER,LOAN_NAMER_000673,2026-06-13,2026-06-13,transaction_20260702,Small
TXN_00000049,ACC_NAMER_000249,CUST_NAMER_000249,BR_NAMER_0049,2026-06-17,Transfer,13484.98,USD,NAMER,LOAN_NAMER_001466,2026-06-17,2026-06-17,transaction_20260702,Large
TXN_00000050,ACC_NAMER_000932,CUST_NAMER_000932,BR_NAMER_0132,2026-06-03,Deposit,3605.52,USD,NAMER,LOAN_NAMER_001781,2026-06-03,2026-06-03,transaction_20260702,Medium
TXN_00000051,ACC_NAMER_000183,CUST_NAMER_000183,BR_NAMER_0183,2026-06-16,Card Payment,7415.64,USD,NAMER,LOAN_NAMER_001064,2026-06-16,2026-06-16,transaction_20260702,Medium
TXN_00000052,ACC_NAMER_000051,CUST_NAMER_000051,BR_NAMER_0051,2026-06-08,Deposit,89560.57,USD,NAMER,LOAN_NAMER_000199,2026-06-08,2026-06-08,transaction_20260702,Large
TXN_00000053,ACC_NAMER_000508,CUST_NAMER_000508,BR_NAMER_0108,2026-06-20,Card Payment,2442.71,USD,NAMER,LOAN_NAMER_000970,2026-06-20,2026-06-20,transaction_20260702,Medium
TXN_00000054,ACC_NAMER_000142,CUST_NAMER_000142,BR_NAMER_0142,2026-06-06,Deposit,71195.26,USD,NAMER,LOAN_NAMER_000793,2026-06-06,2026-06-06,transaction_20260702,Large
TXN_00000055,ACC_NAMER_001359,CUST_NAMER_001359,BR_NAMER_0159,2026-06-21,Withdrawal,479.89,USD,NAMER,LOAN_NAMER_001637,2026-06-21,2026-06-21,transaction_20260702,Small
TXN_00000056,ACC_NAMER_000601,CUST_NAMER_000601,BR_NAMER_0001,2026-06-25,Deposit,4414.04,USD,NAMER,LOAN_NAMER_000293,2026-06-25,2026-06-25,transaction_20260702,Medium
TXN_00000057,ACC_NAMER_000514,CUST_NAMER_000514,BR_NAMER_0114,2026-06-11,Loan Payment,460.85,USD,NAMER,LOAN_NAMER_000694,2026-06-11,2026-06-11,transaction_20260702,Small
TXN_00000058,ACC_NAMER_001407,CUST_NAMER_001407,BR_NAMER_0007,2026-06-17,Transfer,879.06,USD,NAMER,LOAN_NAMER_000447,2026-06-17,2026-06-17,transaction_20260702,Small
TXN_00000059,ACC_NAMER_001079,CUST_NAMER_001079,BR_NAMER_0079,2026-06-16,Transfer,7351.77,USD,NAMER,LOAN_NAMER_000212,2026-06-16,2026-06-16,transaction_20260702,Medium
TXN_00000060,ACC_NAMER_000094,CUST_NAMER_000094,BR_NAMER_0094,2026-06-14,Withdrawal,795587.98,USD,NAMER,LOAN_NAMER_000139,2026-06-14,2026-06-14,transaction_20260702,Extreme
TXN_00000061,ACC_NAMER_000205,CUST_NAMER_000205,BR_NAMER_0005,2026-06-27,Transfer,570.14,USD,NAMER,LOAN_NAMER_000702,2026-06-27,2026-06-27,transaction_20260702,Small
TXN_00000062,ACC_NAMER_000533,CUST_NAMER_000533,BR_NAMER_0133,2026-06-07,Card Payment,706.51,USD,NAMER,LOAN_NAMER_001095,2026-06-07,2026-06-07,transaction_20260702,Small
TXN_00000063,ACC_NAMER_001241,CUST_NAMER_001241,BR_NAMER_0041,2026-06-22,Transfer,5334.28,USD,NAMER,LOAN_NAMER_000546,2026-06-22,2026-06-22,transaction_20260702,Medium
TXN_00000064,ACC_NAMER_001560,CUST_NAMER_001560,BR_NAMER_0160,2026-06-30,Loan Payment,521.64,USD,NAMER,LOAN_NAMER_000029,2026-06-30,2026-06-30,transaction_20260702,Small
TXN_00000065,ACC_NAMER_001230,CUST_NAMER_001230,BR_NAMER_0030,2026-06-10,Deposit,336504.47,USD,NAMER,LOAN_NAMER_000830,2026-06-10,2026-06-10,transaction_20260702,Extreme
TXN_00000066,ACC_NAMER_000547,CUST_NAMER_000547,BR_NAMER_0147,2026-06-20,Deposit,120.4,USD,NAMER,LOAN_NAMER_000429,2026-06-20,2026-06-20,transaction_20260702,Small
TXN_00000067,ACC_NAMER_000626,CUST_NAMER_000626,BR_NAMER_0026,2026-06-25,Withdrawal,69652.26,USD,NAMER,LOAN_NAMER_000083,2026-06-25,2026-06-25,transaction_20260702,Large
TXN_00000068,ACC_NAMER_000274,CUST_NAMER_000274,BR_NAMER_0074,2026-06-10,Deposit,933.89,USD,NAMER,LOAN_NAMER_000441,2026-06-10,2026-06-10,transaction_20260702,Small
TXN_00000069,ACC_NAMER_001532,CUST_NAMER_001532,BR_NAMER_0132,2026-06-17,Loan Payment,174.99,USD,NAMER,LOAN_NAMER_001111,2026-06-17,2026-06-17,transaction_20260702,Small
TXN_00000070,ACC_NAMER_000057,CUST_NAMER_000057,BR_NAMER_0057,2026-06-26,Transfer,489.15,USD,NAMER,LOAN_NAMER_000347,2026-06-26,2026-06-26,transaction_20260702,Small
TXN_00000071,ACC_NAMER_001216,CUST_NAMER_001216,BR_NAMER_0016,2026-06-11,Deposit,315.72,USD,NAMER,LOAN_NAMER_000751,2026-06-11,2026-06-11,transaction_20260702,Small
TXN_00000072,ACC_NAMER_000801,CUST_NAMER_000801,BR_NAMER_0001,2026-06-04,Deposit,989.87,USD,NAMER,LOAN_NAMER_000353,2026-06-04,2026-06-04,transaction_20260702,Small
TXN_00000073,ACC_NAMER_000055,CUST_NAMER_000055,BR_NAMER_0055,2026-06-06,Deposit,763318.56,USD,NAMER,LOAN_NAMER_001778,2026-06-06,2026-06-06,transaction_20260702,Extreme
TXN_00000074,ACC_NAMER_000425,CUST_NAMER_000425,BR_NAMER_0025,2026-06-03,Withdrawal,778619.59,USD,NAMER,LOAN_NAMER_001027,2026-06-03,2026-06-03,transaction_20260702,Extreme
TXN_00000075,ACC_NAMER_000401,CUST_NAMER_000401,BR_NAMER_0001,2026-06-01,Loan Payment,40286.25,USD,NAMER,LOAN_NAMER_001417,2026-06-01,2026-06-01,transaction_20260702,Large
TXN_00000076,ACC_NAMER_001127,CUST_NAMER_001127,BR_NAMER_0127,2026-06-16,Loan Payment,437.39,USD,NAMER,LOAN_NAMER_000874,2026-06-16,2026-06-16,transaction_20260702,Small
TXN_00000077,ACC_NAMER_000508,CUST_NAMER_000508,BR_NAMER_0108,2026-06-09,Card Payment,7051.35,USD,NAMER,LOAN_NAMER_001442,2026-06-09,2026-06-09,transaction_20260702,Medium
TXN_00000078,ACC_NAMER_001053,CUST_NAMER_001053,BR_NAMER_0053,2026-06-19,Transfer,6611.49,USD,NAMER,LOAN_NAMER_000196,2026-06-19,2026-06-19,transaction_20260702,Medium
TXN_00000079,ACC_NAMER_000938,CUST_NAMER_000938,BR_NAMER_0138,2026-06-26,Card Payment,756737.28,USD,NAMER,LOAN_NAMER_001527,2026-06-26,2026-06-26,transaction_20260702,Extreme
TXN_00000080,ACC_NAMER_001108,CUST_NAMER_001108,BR_NAMER_0108,2026-06-16,Deposit,506.97,USD,NAMER,LOAN_NAMER_001782,2026-06-16,2026-06-16,transaction_20260702,Small
TXN_00000081,ACC_NAMER_001575,CUST_NAMER_001575,BR_NAMER_0175,2026-06-02,Deposit,943235.77,USD,NAMER,LOAN_NAMER_000591,2026-06-02,2026-06-02,transaction_20260702,Extreme
TXN_00000082,ACC_NAMER_000712,CUST_NAMER_000712,BR_NAMER_0112,2026-06-14,Card Payment,3564.54,USD,NAMER,LOAN_NAMER_001234,2026-06-14,2026-06-14,transaction_20260702,Medium
TXN_00000083,ACC_NAMER_001353,CUST_NAMER_001353,BR_NAMER_0153,2026-06-15,Withdrawal,107672.98,USD,NAMER,LOAN_NAMER_001533,2026-06-15,2026-06-15,transaction_20260702,Large
TXN_00000084,ACC_NAMER_000022,CUST_NAMER_000022,BR_NAMER_0022,2026-06-10,Transfer,68512.63,USD,NAMER,LOAN_NAMER_000080,2026-06-10,2026-06-10,transaction_20260702,Large
TXN_00000085,ACC_NAMER_000766,CUST_NAMER_000766,BR_NAMER_0166,2026-06-25,Withdrawal,4702.95,USD,NAMER,LOAN_NAMER_000527,2026-06-25,2026-06-25,transaction_20260702,Medium
TXN_00000086,ACC_NAMER_000035,CUST_NAMER_000035,BR_NAMER_0035,2026-06-13,Withdrawal,5177.29,USD,NAMER,LOAN_NAMER_001461,2026-06-13,2026-06-13,transaction_20260702,Medium
TXN_00000087,ACC_NAMER_001267,CUST_NAMER_001267,BR_NAMER_0067,2026-06-15,Transfer,10447.2,USD,NAMER,LOAN_NAMER_001269,2026-06-15,2026-06-15,transaction_20260702,Medium
TXN_00000088,ACC_NAMER_001581,CUST_NAMER_001581,BR_NAMER_0181,2026-06-30,Withdrawal,983.64,USD,NAMER,LOAN_NAMER_000571,2026-06-30,2026-06-30,transaction_20260702,Small
TXN_00000089,ACC_NAMER_000230,CUST_NAMER_000230,BR_NAMER_0030,2026-06-03,Withdrawal,4115.74,USD,NAMER,LOAN_NAMER_001515,2026-06-03,2026-06-03,transaction_20260702,Medium
TXN_00000090,ACC_NAMER_000755,CUST_NAMER_000755,BR_NAMER_0155,2026-06-07,Withdrawal,7799.53,USD,NAMER,LOAN_NAMER_001352,2026-06-07,2026-06-07,transaction_20260702,Medium
TXN_00000091,ACC_NAMER_001163,CUST_NAMER_001163,BR_NAMER_0163,2026-06-12,Withdrawal,752.5,USD,NAMER,LOAN_NAMER_000213,2026-06-12,2026-06-12,transaction_20260702,Small
TXN_00000092,ACC_NAMER_000792,CUST_NAMER_000792,BR_NAMER_0192,2026-06-02,Withdrawal,1033.53,USD,NAMER,LOAN_NAMER_001626,2026-06-02,2026-06-02,transaction_20260702,Small
TXN_00000093,ACC_NAMER_000102,CUST_NAMER_000102,BR_NAMER_0102,2026-06-11,Deposit,4907.11,USD,NAMER,LOAN_NAMER_001494,2026-06-11,2026-06-11,transaction_20260702,Medium
TXN_00000094,ACC_NAMER_001217,CUST_NAMER_001217,BR_NAMER_0017,2026-06-14,Deposit,4803.43,USD,NAMER,LOAN_NAMER_000031,2026-06-14,2026-06-14,transaction_20260702,Medium
TXN_00000095,ACC_NAMER_000929,CUST_NAMER_000929,BR_NAMER_0129,2026-06-11,Loan Payment,104270.96,USD,NAMER,LOAN_NAMER_000631,2026-06-11,2026-06-11,transaction_20260702,Large
TXN_00000096,ACC_NAMER_001341,CUST_NAMER_001341,BR_NAMER_0141,2026-06-16,Deposit,126.27,USD,NAMER,LOAN_NAMER_000735,2026-06-16,2026-06-16,transaction_20260702,Small
TXN_00000097,ACC_NAMER_000671,CUST_NAMER_000671,BR_NAMER_0071,2026-06-19,Loan Payment,8755.74,USD,NAMER,LOAN_NAMER_001430,2026-06-19,2026-06-19,transaction_20260702,Medium
TXN_00000098,ACC_NAMER_000615,CUST_NAMER_000615,BR_NAMER_0015,2026-06-09,Transfer,511.63,USD,NAMER,LOAN_NAMER_001221,2026-06-09,2026-06-09,transaction_20260702,Small
TXN_00000099,ACC_NAMER_001014,CUST_NAMER_001014,BR_NAMER_0014,2026-06-20,Deposit,520.46,USD,NAMER,LOAN_NAMER_000692,2026-06-20,2026-06-20,transaction_20260702,Small
TXN_00000100,ACC_NAMER_000386,CUST_NAMER_000386,BR_NAMER_0186,2026-06-15,Withdrawal,842.92,USD,NAMER,LOAN_NAMER_000775,2026-06-15,2026-06-15,transaction_20260702,Small
TXN_00000101,ACC_NAMER_000899,CUST_NAMER_000899,BR_NAMER_0099,2026-06-04,Card Payment,10754.2,USD,NAMER,LOAN_NAMER_001203,2026-06-04,2026-06-04,transaction_20260702,Medium
TXN_00000102,ACC_NAMER_000869,CUST_NAMER_000869,BR_NAMER_0069,2026-06-19,Transfer,848.46,USD,NAMER,LOAN_NAMER_001773,2026-06-19,2026-06-19,transaction_20260702,Small
TXN_00000103,ACC_NAMER_001348,CUST_NAMER_001348,BR_NAMER_0148,2026-06-05,Transfer,787.04,USD,NAMER,LOAN_NAMER_001379,2026-06-05,2026-06-05,transaction_20260702,Small
TXN_00000104,ACC_NAMER_001248,CUST_NAMER_001248,BR_NAMER_0048,2026-06-13,Deposit,7490.54,USD,NAMER,LOAN_NAMER_001055,2026-06-13,2026-06-13,transaction_20260702,Medium
TXN_00000105,ACC_NAMER_000620,CUST_NAMER_000620,BR_NAMER_0020,2026-06-07,Deposit,656.27,USD,NAMER,LOAN_NAMER_001205,2026-06-07,2026-06-07,transaction_20260702,Small
TXN_00000106,ACC_NAMER_000330,CUST_NAMER_000330,BR_NAMER_0130,2026-06-12,Transfer,512441.0,USD,NAMER,LOAN_NAMER_001489,2026-06-12,2026-06-12,transaction_20260702,Extreme
TXN_00000107,ACC_NAMER_001478,CUST_NAMER_001478,BR_NAMER_0078,2026-06-24,Deposit,552594.96,USD,NAMER,LOAN_NAMER_000663,2026-06-24,2026-06-24,transaction_20260702,Extreme
TXN_00000108,ACC_NAMER_001376,CUST_NAMER_001376,BR_NAMER_0176,2026-06-12,Withdrawal,949228.71,USD,NAMER,LOAN_NAMER_000197,2026-06-12,2026-06-12,transaction_20260702,Extreme
TXN_00000109,ACC_NAMER_001273,CUST_NAMER_001273,BR_NAMER_0073,2026-06-06,Transfer,302013.86,USD,NAMER,LOAN_NAMER_000590,2026-06-06,2026-06-06,transaction_20260702,Extreme
TXN_00000110,ACC_NAMER_000127,CUST_NAMER_000127,BR_NAMER_0127,2026-06-15,Withdrawal,5810.5,USD,NAMER,LOAN_NAMER_000409,2026-06-15,2026-06-15,transaction_20260702,Medium
TXN_00000111,ACC_NAMER_000934,CUST_NAMER_000934,BR_NAMER_0134,2026-06-07,Withdrawal,724.27,USD,NAMER,LOAN_NAMER_001396,2026-06-07,2026-06-07,transaction_20260702,Small
TXN_00000112,ACC_NAMER_000399,CUST_NAMER_000399,BR_NAMER_0199,2026-06-08,Card Payment,1435.1,USD,NAMER,LOAN_NAMER_001231,2026-06-08,2026-06-08,transaction_20260702,Medium
TXN_00000113,ACC_NAMER_000877,CUST_NAMER_000877,BR_NAMER_0077,2026-06-28,Withdrawal,412.32,USD,NAMER,LOAN_NAMER_000074,2026-06-28,2026-06-28,transaction_20260702,Small
TXN_00000114,ACC_NAMER_000773,CUST_NAMER_000773,BR_NAMER_0173,2026-06-10,Card Payment,2662.91,USD,NAMER,LOAN_NAMER_001113,2026-06-10,2026-06-10,transaction_20260702,Medium
TXN_00000115,ACC_NAMER_000578,CUST_NAMER_000578,BR_NAMER_0178,2026-06-20,Loan Payment,7442.02,USD,NAMER,LOAN_NAMER_000745,2026-06-20,2026-06-20,transaction_20260702,Medium
TXN_00000116,ACC_NAMER_000397,CUST_NAMER_000397,BR_NAMER_0197,2026-06-27,Transfer,10270.84,USD,NAMER,LOAN_NAMER_000965,2026-06-27,2026-06-27,transaction_20260702,Medium
TXN_00000117,ACC_NAMER_000161,CUST_NAMER_000161,BR_NAMER_0161,2026-06-11,Transfer,102785.16,USD,NAMER,LOAN_NAMER_001775,2026-06-11,2026-06-11,transaction_20260702,Large
TXN_00000118,ACC_NAMER_001525,CUST_NAMER_001525,BR_NAMER_0125,2026-06-12,Card Payment,10679.25,USD,NAMER,LOAN_NAMER_001425,2026-06-12,2026-06-12,transaction_20260702,Medium
TXN_00000119,ACC_NAMER_000976,CUST_NAMER_000976,BR_NAMER_0176,2026-06-14,Transfer,951.69,USD,NAMER,LOAN_NAMER_001511,2026-06-14,2026-06-14,transaction_20260702,Small
TXN_00000120,ACC_NAMER_000843,CUST_NAMER_000843,BR_NAMER_0043,2026-06-08,Withdrawal,10103.47,USD,NAMER,LOAN_NAMER_000440,2026-06-08,2026-06-08,transaction_20260702,Medium
TXN_00000121,ACC_NAMER_000007,CUST_NAMER_000007,BR_NAMER_0007,2026-06-11,Loan Payment,549.12,USD,NAMER,LOAN_NAMER_000044,2026-06-11,2026-06-11,transaction_20260702,Small
TXN_00000122,ACC_NAMER_000297,CUST_NAMER_000297,BR_NAMER_0097,2026-06-28,Card Payment,436.94,USD,NAMER,LOAN_NAMER_001293,2026-06-28,2026-06-28,transaction_20260702,Small
TXN_00000123,ACC_NAMER_001216,CUST_NAMER_001216,BR_NAMER_0016,2026-06-30,Withdrawal,895830.68,USD,NAMER,LOAN_NAMER_000427,2026-06-30,2026-06-30,transaction_20260702,Extreme
TXN_00000124,ACC_NAMER_000177,CUST_NAMER_000177,BR_NAMER_0177,2026-06-08,Withdrawal,1023940.62,USD,NAMER,LOAN_NAMER_001199,2026-06-08,2026-06-08,transaction_20260702,Extreme
TXN_00000125,ACC_NAMER_001117,CUST_NAMER_001117,BR_NAMER_0117,2026-06-09,Loan Payment,3835.49,USD,NAMER,LOAN_NAMER_000783,2026-06-09,2026-06-09,transaction_20260702,Medium
TXN_00000126,ACC_NAMER_000141,CUST_NAMER_000141,BR_NAMER_0141,2026-06-26,Card Payment,6554.9,USD,NAMER,LOAN_NAMER_001627,2026-06-26,2026-06-26,transaction_20260702,Medium
TXN_00000127,ACC_NAMER_000104,CUST_NAMER_000104,BR_NAMER_0104,2026-06-20,Deposit,548.47,USD,NAMER,LOAN_NAMER_001363,2026-06-20,2026-06-20,transaction_20260702,Small
TXN_00000128,ACC_NAMER_000865,CUST_NAMER_000865,BR_NAMER_0065,2026-06-19,Card Payment,60125.63,USD,NAMER,LOAN_NAMER_000146,2026-06-19,2026-06-19,transaction_20260702,Large
TXN_00000129,ACC_NAMER_001198,CUST_NAMER_001198,BR_NAMER_0198,2026-06-19,Deposit,590.95,USD,NAMER,LOAN_NAMER_000107,2026-06-19,2026-06-19,transaction_20260702,Small
