intraday_id,account_id,customer_id,loan_id,branch_id,as_of_timestamp,inflow_amount,outflow_amount,net_position,currency_code,region_code,start_date,end_date,baseline
INTRA_00000020,ACC_NAMER_000058,CUST_NAMER_000058,LOAN_NAMER_000540,BR_NAMER_0008,2026-06-30 03:56:48,69378.37,28060.75,41317.62,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000021,ACC_NAMER_000195,CUST_NAMER_000195,LOAN_NAMER_001354,BR_NAMER_0020,2026-06-30 03:48:03,1010.89,789.93,220.96,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000022,ACC_NAMER_000201,CUST_NAMER_000201,LOAN_NAMER_000355,BR_NAMER_0001,2026-06-30 02:49:58,722.86,437.88,284.98,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000023,ACC_NAMER_000072,CUST_NAMER_000072,LOAN_NAMER_000328,BR_NAMER_0022,2026-06-30 13:12:20,26900.43,64132.61,-37232.18,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000024,ACC_NAMER_000247,CUST_NAMER_000247,LOAN_NAMER_001645,BR_NAMER_0022,2026-06-30 21:57:41,9764.32,10056.64,-292.32,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000025,ACC_NAMER_000098,CUST_NAMER_000098,LOAN_NAMER_001290,BR_NAMER_0023,2026-06-30 12:12:50,996.39,620.83,375.56,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000026,ACC_NAMER_000081,CUST_NAMER_000081,LOAN_NAMER_000448,BR_NAMER_0006,2026-06-30 01:01:16,518.61,1048.02,-529.41,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000027,ACC_NAMER_000065,CUST_NAMER_000065,LOAN_NAMER_000487,BR_NAMER_0015,2026-06-30 08:43:15,516.47,440.4,76.07,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000028,ACC_NAMER_000005,CUST_NAMER_000005,LOAN_NAMER_001419,BR_NAMER_0005,2026-06-30 10:16:29,5885.57,9727.96,-3842.39,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000029,ACC_NAMER_000284,CUST_NAMER_000284,LOAN_NAMER_001419,BR_NAMER_0009,2026-06-30 05:55:33,15811.73,52369.13,-36557.4,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000030,ACC_NAMER_000294,CUST_NAMER_000294,LOAN_NAMER_000635,BR_NAMER_0019,2026-06-30 19:43:04,443.76,422.0,21.76,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000031,ACC_NAMER_000081,CUST_NAMER_000081,LOAN_NAMER_001698,BR_NAMER_0006,2026-06-30 03:52:34,3638.22,4252.23,-614.01,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000032,ACC_NAMER_000087,CUST_NAMER_000087,LOAN_NAMER_001420,BR_NAMER_0012,2026-06-30 02:22:41,16470.04,74523.91,-58053.87,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000033,ACC_NAMER_000293,CUST_NAMER_000293,LOAN_NAMER_000068,BR_NAMER_0018,2026-06-30 07:42:55,781.7,233.56,548.14,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000034,ACC_NAMER_000281,CUST_NAMER_000281,LOAN_NAMER_001718,BR_NAMER_0006,2026-06-30 21:44:24,79150.75,221371.18,-142220.43,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000035,ACC_NAMER_000197,CUST_NAMER_000197,LOAN_NAMER_000322,BR_NAMER_0022,2026-06-30 00:23:58,866623.97,169140.53,697483.44,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000036,ACC_NAMER_000252,CUST_NAMER_000252,LOAN_NAMER_000229,BR_NAMER_0002,2026-06-30 11:15:16,749.26,361.65,387.61,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000037,ACC_NAMER_000083,CUST_NAMER_000083,LOAN_NAMER_001787,BR_NAMER_0008,2026-06-30 06:50:07,768722.84,831619.7,-62896.86,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000038,ACC_NAMER_000027,CUST_NAMER_000027,LOAN_NAMER_000129,BR_NAMER_0002,2026-06-30 20:05:11,80856.96,44373.89,36483.07,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000039,ACC_NAMER_000182,CUST_NAMER_000182,LOAN_NAMER_000276,BR_NAMER_0007,2026-06-30 07:20:40,203.54,168.79,34.75,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000040,ACC_NAMER_000135,CUST_NAMER_000135,LOAN_NAMER_001418,BR_NAMER_0010,2026-06-30 23:14:34,938.68,250.14,688.54,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000041,ACC_NAMER_000090,CUST_NAMER_000090,LOAN_NAMER_000422,BR_NAMER_0015,2026-06-30 01:10:42,7010.71,6278.89,731.82,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000042,ACC_NAMER_000206,CUST_NAMER_000206,LOAN_NAMER_001703,BR_NAMER_0006,2026-06-30 08:45:01,3179.4,8106.23,-4926.83,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000043,ACC_NAMER_000027,CUST_NAMER_000027,LOAN_NAMER_000938,BR_NAMER_0002,2026-06-30 09:48:00,8081.96,4740.1,3341.86,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000044,ACC_NAMER_000059,CUST_NAMER_000059,LOAN_NAMER_000975,BR_NAMER_0009,2026-06-30 03:05:46,558.45,869.46,-311.01,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000045,ACC_NAMER_000072,CUST_NAMER_000072,LOAN_NAMER_001299,BR_NAMER_0022,2026-06-30 20:45:27,3251.96,9237.53,-5985.57,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000046,ACC_NAMER_000227,CUST_NAMER_000227,LOAN_NAMER_000449,BR_NAMER_0002,2026-06-30 20:33:49,79111.21,85837.9,-6726.69,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000047,ACC_NAMER_000091,CUST_NAMER_000091,LOAN_NAMER_000890,BR_NAMER_0016,2026-06-30 01:38:01,86835.88,103204.95,-16369.07,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000048,ACC_NAMER_000068,CUST_NAMER_000068,LOAN_NAMER_001103,BR_NAMER_0018,2026-06-30 20:31:30,2067852.98,473330.52,1594522.46,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000049,ACC_NAMER_000260,CUST_NAMER_000260,LOAN_NAMER_000255,BR_NAMER_0010,2026-06-30 17:36:53,407059.49,824578.48,-417518.99,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000050,ACC_NAMER_000146,CUST_NAMER_000146,LOAN_NAMER_000019,BR_NAMER_0021,2026-06-30 01:39:47,112929.73,628453.39,-515523.66,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000051,ACC_NAMER_000063,CUST_NAMER_000063,LOAN_NAMER_001227,BR_NAMER_0013,2026-06-30 01:44:57,1829.97,554.4,1275.57,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000052,ACC_NAMER_000180,CUST_NAMER_000180,LOAN_NAMER_000074,BR_NAMER_0005,2026-06-30 11:27:12,173.45,649.45,-476.0,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000053,ACC_NAMER_000111,CUST_NAMER_000111,LOAN_NAMER_000629,BR_NAMER_0011,2026-06-30 03:23:37,725.83,1042.49,-316.66,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000054,ACC_NAMER_000191,CUST_NAMER_000191,LOAN_NAMER_001654,BR_NAMER_0016,2026-06-30 11:14:09,119.9,361.5,-241.6,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000055,ACC_NAMER_000246,CUST_NAMER_000246,LOAN_NAMER_000678,BR_NAMER_0021,2026-06-30 00:18:31,3248.22,4790.68,-1542.46,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000056,ACC_NAMER_000278,CUST_NAMER_000278,LOAN_NAMER_000030,BR_NAMER_0003,2026-06-30 12:59:06,4288.15,8259.95,-3971.8,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000057,ACC_NAMER_000297,CUST_NAMER_000297,LOAN_NAMER_000168,BR_NAMER_0022,2026-06-30 10:16:55,413.4,710.97,-297.57,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000058,ACC_NAMER_000123,CUST_NAMER_000123,LOAN_NAMER_000788,BR_NAMER_0023,2026-06-30 14:29:44,15705.4,45904.35,-30198.95,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000059,ACC_NAMER_000057,CUST_NAMER_000057,LOAN_NAMER_001371,BR_NAMER_0007,2026-06-30 18:12:44,126874.57,152860.44,-25985.87,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000060,ACC_NAMER_000160,CUST_NAMER_000160,LOAN_NAMER_000103,BR_NAMER_0010,2026-06-30 07:05:43,3765.01,9139.7,-5374.69,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000061,ACC_NAMER_000127,CUST_NAMER_000127,LOAN_NAMER_000911,BR_NAMER_0002,2026-06-30 11:26:58,600793.58,211749.54,389044.04,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000062,ACC_NAMER_000225,CUST_NAMER_000225,LOAN_NAMER_000106,BR_NAMER_0025,2026-06-30 14:13:22,248466.16,604202.8,-355736.64,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000063,ACC_NAMER_000095,CUST_NAMER_000095,LOAN_NAMER_001055,BR_NAMER_0020,2026-06-30 12:57:20,1929.67,8197.24,-6267.57,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000064,ACC_NAMER_000006,CUST_NAMER_000006,LOAN_NAMER_000304,BR_NAMER_0006,2026-06-30 04:42:56,21488.77,108574.21,-87085.44,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000065,ACC_NAMER_000265,CUST_NAMER_000265,LOAN_NAMER_000692,BR_NAMER_0015,2026-06-30 03:32:43,42056.52,109471.07,-67414.55,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000066,ACC_NAMER_000234,CUST_NAMER_000234,LOAN_NAMER_000608,BR_NAMER_0009,2026-06-30 12:03:46,99423.33,98660.05,763.28,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000067,ACC_NAMER_000288,CUST_NAMER_000288,LOAN_NAMER_000706,BR_NAMER_0013,2026-06-30 14:49:43,2521.17,7663.06,-5141.89,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000068,ACC_NAMER_000016,CUST_NAMER_000016,LOAN_NAMER_001371,BR_NAMER_0016,2026-06-30 18:20:05,58176.58,68137.76,-9961.18,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000069,ACC_NAMER_000140,CUST_NAMER_000140,LOAN_NAMER_000399,BR_NAMER_0015,2026-06-30 03:40:38,294.29,983.13,-688.84,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000070,ACC_NAMER_000297,CUST_NAMER_000297,LOAN_NAMER_000256,BR_NAMER_0022,2026-06-30 18:17:01,21283.02,20824.79,458.23,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000071,ACC_NAMER_000195,CUST_NAMER_000195,LOAN_NAMER_001169,BR_NAMER_0020,2026-06-30 05:28:05,5124.82,10893.72,-5768.9,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000072,ACC_NAMER_000186,CUST_NAMER_000186,LOAN_NAMER_001081,BR_NAMER_0011,2026-06-30 00:51:44,5637.59,1565.12,4072.47,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000073,ACC_NAMER_000125,CUST_NAMER_000125,LOAN_NAMER_000077,BR_NAMER_0025,2026-06-30 21:22:42,3288.01,2346.62,941.39,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000074,ACC_NAMER_000017,CUST_NAMER_000017,LOAN_NAMER_001565,BR_NAMER_0017,2026-06-30 13:54:44,597140.82,325516.75,271624.07,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000075,ACC_NAMER_000026,CUST_NAMER_000026,LOAN_NAMER_000799,BR_NAMER_0001,2026-06-30 17:21:55,8177.51,3029.05,5148.46,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000076,ACC_NAMER_000213,CUST_NAMER_000213,LOAN_NAMER_000863,BR_NAMER_0013,2026-06-30 21:20:55,9093.76,7384.28,1709.48,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000077,ACC_NAMER_000001,CUST_NAMER_000001,LOAN_NAMER_001432,BR_NAMER_0001,2026-06-30 01:21:43,906.49,668.36,238.13,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000078,ACC_NAMER_000291,CUST_NAMER_000291,LOAN_NAMER_001226,BR_NAMER_0016,2026-06-30 10:33:46,954.4,391.41,562.99,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000079,ACC_NAMER_000265,CUST_NAMER_000265,LOAN_NAMER_001733,BR_NAMER_0015,2026-06-30 05:52:11,159.1,160.69,-1.59,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000080,ACC_NAMER_000038,CUST_NAMER_000038,LOAN_NAMER_001314,BR_NAMER_0013,2026-06-30 05:31:02,9650.36,8998.77,651.59,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000081,ACC_NAMER_000233,CUST_NAMER_000233,LOAN_NAMER_000637,BR_NAMER_0008,2026-06-30 16:51:40,301.61,769.92,-468.31,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000082,ACC_NAMER_000260,CUST_NAMER_000260,LOAN_NAMER_001777,BR_NAMER_0010,2026-06-30 02:52:02,2485.63,2729.87,-244.24,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000083,ACC_NAMER_000261,CUST_NAMER_000261,LOAN_NAMER_000915,BR_NAMER_0011,2026-06-30 22:47:24,5144.94,1681.2,3463.74,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000084,ACC_NAMER_000238,CUST_NAMER_000238,LOAN_NAMER_000883,BR_NAMER_0013,2026-06-30 03:23:47,3569.48,3758.22,-188.74,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000085,ACC_NAMER_000106,CUST_NAMER_000106,LOAN_NAMER_000080,BR_NAMER_0006,2026-06-30 08:25:52,0.0,0.0,0.0,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000086,ACC_NAMER_000247,CUST_NAMER_000247,LOAN_NAMER_000701,BR_NAMER_0022,2026-06-30 07:51:05,9243.19,10825.01,-1581.82,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000087,ACC_NAMER_000038,CUST_NAMER_000038,LOAN_NAMER_001536,BR_NAMER_0013,2026-06-30 23:49:09,7710.59,5694.66,2015.93,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000088,ACC_NAMER_000046,CUST_NAMER_000046,LOAN_NAMER_001569,BR_NAMER_0021,2026-06-30 05:07:43,72888.87,20736.9,52151.97,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000089,ACC_NAMER_000210,CUST_NAMER_000210,LOAN_NAMER_000484,BR_NAMER_0010,2026-06-30 05:51:48,64684.78,43035.09,21649.69,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000090,ACC_NAMER_000093,CUST_NAMER_000093,LOAN_NAMER_001233,BR_NAMER_0018,2026-06-30 18:15:48,70601.36,96117.48,-25516.12,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000091,ACC_NAMER_000220,CUST_NAMER_000220,LOAN_NAMER_000244,BR_NAMER_0020,2026-06-30 18:47:52,9086.98,6664.7,2422.28,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000092,ACC_NAMER_000256,CUST_NAMER_000256,LOAN_NAMER_001734,BR_NAMER_0006,2026-06-30 22:09:48,6910.92,3296.41,3614.51,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000093,ACC_NAMER_000137,CUST_NAMER_000137,LOAN_NAMER_001656,BR_NAMER_0012,2026-06-30 23:42:59,92330.16,301036.57,-208706.41,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000094,ACC_NAMER_000231,CUST_NAMER_000231,LOAN_NAMER_001665,BR_NAMER_0006,2026-06-30 19:03:08,2964.39,9819.17,-6854.78,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000095,ACC_NAMER_000202,CUST_NAMER_000202,LOAN_NAMER_000391,BR_NAMER_0002,2026-06-30 12:25:49,588261.7,1028115.58,-439853.88,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000096,ACC_NAMER_000066,CUST_NAMER_000066,LOAN_NAMER_001714,BR_NAMER_0016,2026-06-30 16:17:32,480786.77,523359.4,-42572.63,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000097,ACC_NAMER_000038,CUST_NAMER_000038,LOAN_NAMER_000580,BR_NAMER_0013,2026-06-30 04:46:36,2943.48,2788.05,155.43,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000098,ACC_NAMER_000155,CUST_NAMER_000155,LOAN_NAMER_001394,BR_NAMER_0005,2026-06-30 12:20:36,2897.9,7849.66,-4951.76,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000099,ACC_NAMER_000105,CUST_NAMER_000105,LOAN_NAMER_001317,BR_NAMER_0005,2026-06-30 10:35:21,383.87,958.0,-574.13,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000100,ACC_NAMER_000255,CUST_NAMER_000255,LOAN_NAMER_001761,BR_NAMER_0005,2026-06-30 13:07:07,1032.0,1084.35,-52.35,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000101,ACC_NAMER_000016,CUST_NAMER_000016,LOAN_NAMER_000416,BR_NAMER_0016,2026-06-30 22:41:59,5855.18,5302.13,553.05,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000102,ACC_NAMER_000079,CUST_NAMER_000079,LOAN_NAMER_000554,BR_NAMER_0004,2026-06-30 15:41:19,9176.77,10105.02,-928.25,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000103,ACC_NAMER_000013,CUST_NAMER_000013,LOAN_NAMER_000990,BR_NAMER_0013,2026-06-30 01:27:24,8870.1,8503.7,366.4,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000104,ACC_NAMER_000102,CUST_NAMER_000102,LOAN_NAMER_001793,BR_NAMER_0002,2026-06-30 14:06:47,904125.28,115492.14,788633.14,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000105,ACC_NAMER_000152,CUST_NAMER_000152,LOAN_NAMER_000742,BR_NAMER_0002,2026-06-30 08:42:20,618774.8,516904.42,101870.38,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000106,ACC_NAMER_000178,CUST_NAMER_000178,LOAN_NAMER_001340,BR_NAMER_0003,2026-06-30 07:36:10,575.06,456.91,118.15,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000107,ACC_NAMER_000087,CUST_NAMER_000087,LOAN_NAMER_000768,BR_NAMER_0012,2026-06-30 22:13:24,744.12,956.42,-212.3,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000108,ACC_NAMER_000088,CUST_NAMER_000088,LOAN_NAMER_000052,BR_NAMER_0013,2026-06-30 22:05:44,336852.95,201820.18,135032.77,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000109,ACC_NAMER_000029,CUST_NAMER_000029,LOAN_NAMER_000733,BR_NAMER_0004,2026-06-30 02:43:50,0.0,0.0,0.0,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000110,ACC_NAMER_000100,CUST_NAMER_000100,LOAN_NAMER_000425,BR_NAMER_0025,2026-06-30 05:32:55,1028.87,319.9,708.97,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000111,ACC_NAMER_000115,CUST_NAMER_000115,LOAN_NAMER_001048,BR_NAMER_0015,2026-06-30 20:38:24,8327.41,8394.57,-67.16,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000112,ACC_NAMER_000210,CUST_NAMER_000210,LOAN_NAMER_001474,BR_NAMER_0010,2026-06-30 22:51:25,922.2,578.09,344.11,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000113,ACC_NAMER_000074,CUST_NAMER_000074,LOAN_NAMER_000143,BR_NAMER_0024,2026-06-30 18:06:51,309.91,1031.66,-721.75,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000114,ACC_NAMER_000135,CUST_NAMER_000135,LOAN_NAMER_000010,BR_NAMER_0010,2026-06-30 03:32:47,681450.08,235981.38,445468.7,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000115,ACC_NAMER_000269,CUST_NAMER_000269,LOAN_NAMER_001286,BR_NAMER_0019,2026-06-30 00:32:38,16655.38,43894.11,-27238.73,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000116,ACC_NAMER_000078,CUST_NAMER_000078,LOAN_NAMER_000125,BR_NAMER_0003,2026-06-30 05:11:33,289.35,546.12,-256.77,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000117,ACC_NAMER_000125,CUST_NAMER_000125,LOAN_NAMER_000939,BR_NAMER_0025,2026-06-30 11:16:12,3934.8,3469.78,465.02,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000118,ACC_NAMER_000038,CUST_NAMER_000038,LOAN_NAMER_001186,BR_NAMER_0013,2026-06-30 19:55:14,490.34,125.49,364.85,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000119,ACC_NAMER_000269,CUST_NAMER_000269,LOAN_NAMER_001314,BR_NAMER_0019,2026-06-30 03:10:25,58266.16,101676.29,-43410.13,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000120,ACC_NAMER_000106,CUST_NAMER_000106,LOAN_NAMER_001563,BR_NAMER_0006,2026-06-30 18:09:53,4513.15,3505.06,1008.09,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
